customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_calls,late_payments,churned,churn_probability,estimated_clv,clv_at_risk,risk_category,value_category,retention_strategy
CUST_000741,18,M,30.4,103.7,3174.34,Month-to-month,Bank transfer,DSL,6,1,0,0.35909519605338824,2488.8,893.7161239376727,Medium Risk,High Value,Proactive Engagement
CUST_000742,20,F,32.6,49.29,1710.29,Month-to-month,Bank transfer,No,4,1,0,0.39370142837135047,1182.96,465.73304170617274,Medium Risk,Low Value,Basic Monitoring
CUST_000743,30,M,1.3,67.54,95.25,Month-to-month,Credit card,DSL,1,1,0,0.22180981188294568,1620.96,359.5448326697796,Low Risk,Medium Value,No Action Required
CUST_000744,40,M,6.0,46.16,340.33,Month-to-month,Credit card,Fiber optic,1,1,1,0.3154118208401704,1107.84,349.42583159957434,Medium Risk,Low Value,Basic Monitoring
CUST_000745,47,F,7.7,86.07,659.37,Two year,Mailed check,DSL,1,1,0,0.04474435301112557,2065.68,92.42751512802187,Low Risk,High Value,No Action Required
CUST_000746,29,F,19.0,51.53,977.8,Month-to-month,Bank transfer,No,0,1,1,0.30860462504909825,1236.72,381.6575118907208,Medium Risk,Low Value,Basic Monitoring
CUST_000747,42,F,3.7,62.56,242.9,One year,Electronic check,DSL,1,3,1,0.5445483440566715,1501.44,817.606665700449,Medium Risk,Medium Value,Basic Monitoring
CUST_000748,28,M,3.5,22.92,60.18,Month-to-month,Credit card,No,1,1,0,0.34107418678202006,550.08,187.61808866505362,Medium Risk,Low Value,Basic Monitoring
CUST_000749,30,F,69.1,24.67,1535.44,Two year,Mailed check,DSL,7,1,0,0.23651015621637136,592.08,140.03293329258918,Low Risk,Low Value,No Action Required
CUST_000750,18,M,39.1,65.19,2474.53,One year,Credit card,DSL,0,1,0,0.07512626194558736,1564.56,117.53954438958816,Low Risk,Medium Value,No Action Required
CUST_000751,26,M,4.8,31.87,176.88,Month-to-month,Credit card,Fiber optic,2,1,0,0.17795285583152826,764.88,136.11258036841934,Low Risk,Low Value,No Action Required
CUST_000752,19,F,12.5,117.63,1448.25,Two year,Mailed check,Fiber optic,4,2,0,0.14480778704465477,2823.12,408.80975976150575,Low Risk,High Value,No Action Required
CUST_000753,25,F,10.5,20.0,195.36,Month-to-month,Bank transfer,DSL,2,1,0,0.36239878067042397,480.0,173.9514147218035,Medium Risk,Low Value,Basic Monitoring
CUST_000754,55,F,37.6,45.0,1658.18,One year,Bank transfer,DSL,3,2,0,0.038145775984591145,1080.0,41.19743806335843,Low Risk,Low Value,No Action Required
CUST_000755,25,F,17.1,65.42,1034.3,Two year,Credit card,Fiber optic,0,2,0,0.05700656562386713,1570.08,89.5048685547213,Low Risk,Medium Value,No Action Required
CUST_000756,79,F,3.3,55.87,134.12,Month-to-month,Bank transfer,DSL,0,1,0,0.43308266832485665,1340.8799999999999,580.7118883034337,Medium Risk,Medium Value,Basic Monitoring
CUST_000757,47,M,32.2,37.4,1174.86,One year,Mailed check,Fiber optic,4,0,0,0.060500697319174596,897.5999999999999,54.30542591369111,Low Risk,Low Value,No Action Required
CUST_000758,42,M,12.1,41.05,498.7,Two year,Bank transfer,Fiber optic,2,1,0,0.0,985.1999999999999,0.0,,Low Value,No Action Required
CUST_000759,27,M,7.3,40.23,333.91,Two year,Credit card,Fiber optic,2,0,0,0.0,965.52,0.0,,Low Value,No Action Required
CUST_000760,50,F,11.3,57.83,635.4,One year,Credit card,DSL,0,2,0,0.1066385401444752,1387.92,148.00576263732003,Low Risk,Medium Value,No Action Required
CUST_000761,31,M,16.5,113.8,1777.9,Month-to-month,Mailed check,Fiber optic,2,0,0,0.31328144417229103,2731.2,855.6342803233612,Medium Risk,High Value,Proactive Engagement
CUST_000762,41,F,10.1,66.95,535.43,One year,Credit card,DSL,4,0,0,0.30326676368060895,1606.8000000000002,487.2890358820025,Medium Risk,Medium Value,Basic Monitoring
CUST_000763,78,F,6.6,94.57,888.34,One year,Bank transfer,DSL,1,1,0,0.21968797220834918,2269.68,498.6213967618459,Low Risk,High Value,No Action Required
CUST_000764,38,M,12.2,77.67,834.64,One year,Mailed check,Fiber optic,5,0,0,0.11662284899022166,1864.08,217.39432034569236,Low Risk,High Value,No Action Required
CUST_000765,57,M,1.0,92.85,40.98,Two year,Credit card,No,3,3,0,0.27820986741387427,2228.3999999999996,619.9628685450773,Low Risk,High Value,No Action Required
CUST_000766,29,F,35.5,20.0,762.39,Month-to-month,Mailed check,DSL,3,0,0,0.27841808777931176,480.0,133.64068213406964,Low Risk,Low Value,No Action Required
CUST_000767,39,M,4.5,57.39,294.29,Month-to-month,Mailed check,DSL,1,0,1,0.28865122299133106,1377.3600000000001,397.5766484993398,Low Risk,Medium Value,No Action Required
CUST_000768,66,F,1.1,97.68,157.34,One year,Bank transfer,Fiber optic,4,1,0,0.2199837708955315,2344.32,515.7123537858124,Low Risk,High Value,No Action Required
CUST_000769,30,M,25.5,50.71,1246.25,Two year,Bank transfer,DSL,1,0,0,0.0,1217.04,0.0,,Low Value,No Action Required
CUST_000770,67,M,35.7,109.06,3915.89,Month-to-month,Electronic check,Fiber optic,7,0,1,0.6604254610906486,2617.44,1728.6240188771073,Medium Risk,High Value,Proactive Engagement
CUST_000771,50,M,40.3,102.1,4125.37,Two year,Mailed check,No,3,3,0,0.09064559499075424,2450.3999999999996,222.11796596534415,Low Risk,High Value,No Action Required
CUST_000772,31,M,16.3,53.27,838.5,Two year,Bank transfer,No,1,2,0,0.0,1278.48,0.0,,Low Value,No Action Required
CUST_000773,49,M,5.5,52.42,313.75,Two year,Credit card,DSL,1,1,0,0.18191790519640577,1258.08,228.86727816949417,Low Risk,Low Value,No Action Required
CUST_000774,54,F,32.1,39.66,1377.63,Two year,Electronic check,Fiber optic,2,2,0,0.25262810346984443,951.8399999999999,240.4615340067367,Low Risk,Low Value,No Action Required
CUST_000775,49,M,28.9,49.26,1420.04,Two year,Electronic check,No,0,0,0,0.25537474091483253,1182.24,301.9142336991516,Low Risk,Low Value,No Action Required
CUST_000776,18,M,6.8,34.19,230.4,Two year,Credit card,DSL,1,1,0,0.1691624235823395,820.56,138.8079182947245,Low Risk,Low Value,No Action Required
CUST_000777,29,M,56.1,75.72,4354.28,One year,Bank transfer,Fiber optic,1,2,0,0.0,1817.28,0.0,,Medium Value,No Action Required
CUST_000778,36,F,2.6,28.6,171.79,Month-to-month,Mailed check,DSL,0,1,0,0.39879235057711954,686.4000000000001,273.7310694361349,Medium Risk,Low Value,Basic Monitoring
CUST_000779,38,F,97.4,80.09,7955.71,Month-to-month,Electronic check,DSL,2,0,1,0.6330208148894532,1922.16,1216.7672895479113,Medium Risk,High Value,Proactive Engagement
CUST_000780,49,F,47.2,80.7,3635.87,Month-to-month,Credit card,No,1,2,0,0.41672730171848027,1936.8000000000002,807.1174379683526,Medium Risk,High Value,Proactive Engagement
CUST_000781,42,F,27.9,23.47,746.41,Month-to-month,Credit card,Fiber optic,2,1,0,0.40274156392003535,563.28,226.8562681248775,Medium Risk,Low Value,Basic Monitoring
CUST_000782,19,F,67.0,103.75,7013.9,Month-to-month,Credit card,DSL,1,0,1,0.3456392027209165,2490.0,860.6416147750822,Medium Risk,High Value,Proactive Engagement
CUST_000783,45,M,30.8,77.84,2305.03,Two year,Credit card,No,1,1,0,0.0,1868.16,0.0,,High Value,No Action Required
CUST_000784,49,M,5.1,83.74,449.8,One year,Electronic check,Fiber optic,1,1,1,0.3737103217240744,2009.7599999999998,751.0680561881758,Medium Risk,High Value,Proactive Engagement
CUST_000785,48,M,14.0,46.03,749.96,Month-to-month,Mailed check,No,2,2,1,0.24217474238012415,1104.72,267.53528140217077,Low Risk,Low Value,No Action Required
CUST_000786,56,F,1.8,80.56,60.52,One year,Bank transfer,DSL,2,1,0,0.2153535588575478,1933.44,416.3731848375372,Low Risk,High Value,No Action Required
CUST_000787,52,F,11.8,93.16,1148.17,Month-to-month,Credit card,DSL,0,2,1,0.4787800425989709,2235.84,1070.475570444483,Medium Risk,High Value,Proactive Engagement
CUST_000788,46,M,32.5,62.53,2118.15,Month-to-month,Credit card,DSL,1,1,0,0.305144099657955,1500.72,457.93585323868626,Medium Risk,Medium Value,Basic Monitoring
CUST_000789,38,F,11.7,115.05,1241.67,Two year,Mailed check,Fiber optic,1,0,1,0.11079733181155177,2761.2,305.93359259805675,Low Risk,High Value,No Action Required
CUST_000790,18,F,9.6,66.1,621.8,Month-to-month,Mailed check,DSL,2,1,1,0.5000676427539578,1586.3999999999999,793.3073084648785,Medium Risk,Medium Value,Basic Monitoring
CUST_000791,46,F,21.7,93.52,2060.78,One year,Bank transfer,DSL,0,2,0,0.142390016683693,2244.48,319.59154464621525,Low Risk,High Value,No Action Required
CUST_000792,43,M,49.4,72.33,3491.5,Month-to-month,Electronic check,No,2,0,1,0.4439511519278499,1735.92,770.6636836545932,Medium Risk,Medium Value,Basic Monitoring
CUST_000793,44,M,1.2,79.64,5.27,One year,Mailed check,No,2,1,0,0.0,1911.3600000000001,0.0,,High Value,No Action Required
CUST_000794,20,F,11.7,23.22,257.8,Two year,Electronic check,Fiber optic,5,1,0,0.46794453894937466,557.28,260.7761326657075,Medium Risk,Low Value,Basic Monitoring
CUST_000795,23,F,4.1,74.28,387.24,Month-to-month,Electronic check,No,2,1,1,0.7185902529997716,1782.72,1281.0452158277528,High Risk,Medium Value,Standard Retention Outreach
CUST_000796,55,F,28.5,46.63,1394.44,Two year,Credit card,No,2,1,0,0.0,1119.1200000000001,0.0,,Low Value,No Action Required
CUST_000797,39,F,2.7,43.84,31.43,Month-to-month,Electronic check,Fiber optic,0,0,1,0.6470362206446896,1052.16,680.7856299135167,Medium Risk,Low Value,Basic Monitoring
CUST_000798,50,M,26.2,108.6,2914.21,One year,Credit card,Fiber optic,0,0,0,0.0,2606.3999999999996,0.0,,High Value,No Action Required
CUST_000799,40,F,8.1,59.66,399.08,Two year,Credit card,No,0,1,0,0.0,1431.84,0.0,,Medium Value,No Action Required
CUST_000800,40,M,5.3,39.92,51.46,Two year,Bank transfer,Fiber optic,2,0,0,0.19311845218433307,958.08,185.02292666876585,Low Risk,Low Value,No Action Required
CUST_000801,54,M,66.1,56.02,3666.63,Month-to-month,Electronic check,DSL,1,0,1,0.5650341663030001,1344.48,759.6771359110576,Medium Risk,Medium Value,Basic Monitoring
CUST_000802,32,M,1.0,32.49,144.79,Month-to-month,Mailed check,DSL,2,3,0,0.4847709573348734,779.76,378.0050016914409,Medium Risk,Low Value,Basic Monitoring
CUST_000803,41,F,13.8,100.85,1459.36,One year,Mailed check,Fiber optic,1,0,1,0.12894998470034116,2420.3999999999996,312.1105429687057,Low Risk,High Value,No Action Required
CUST_000804,33,M,1.0,47.61,47.45,Month-to-month,Mailed check,No,4,1,1,0.6183519677094109,1142.6399999999999,706.5536923834812,Medium Risk,Low Value,Basic Monitoring
CUST_000805,33,M,15.9,78.23,1199.15,Month-to-month,Bank transfer,Fiber optic,2,2,0,0.15137520573308025,1877.52,284.2099762679728,Low Risk,High Value,No Action Required
CUST_000806,35,F,16.7,98.9,1611.3,One year,Credit card,No,0,2,0,0.05842714181447601,2373.6000000000004,138.68266381084027,Low Risk,High Value,No Action Required
CUST_000807,43,F,9.3,52.5,499.86,One year,Credit card,Fiber optic,2,1,0,0.2412805254738246,1260.0,304.013462097019,Low Risk,Low Value,No Action Required
CUST_000808,32,F,3.4,78.3,159.53,Month-to-month,Mailed check,DSL,1,2,0,0.44738140394623804,1879.1999999999998,840.7191342957705,Medium Risk,High Value,Proactive Engagement
CUST_000809,58,M,11.3,39.25,410.0,Month-to-month,Credit card,Fiber optic,0,2,0,0.13842216773859833,942.0,130.39368200975963,Low Risk,Low Value,No Action Required
CUST_000810,26,F,26.8,126.14,3355.71,Two year,Credit card,DSL,5,0,0,0.09293507957509327,3027.36,281.3479425024544,Low Risk,High Value,No Action Required
CUST_000811,37,M,36.6,88.41,3100.84,One year,Bank transfer,Fiber optic,5,1,1,0.29957739687929635,2121.84,635.6553037943662,Low Risk,High Value,No Action Required
CUST_000812,33,M,18.2,60.18,1009.05,One year,Electronic check,No,4,0,0,0.2942834907482103,1444.32,425.0395313574551,Low Risk,Medium Value,No Action Required
CUST_000813,61,F,21.4,45.68,1018.07,Month-to-month,Electronic check,Fiber optic,4,3,1,0.8621339140661799,1096.32,945.1746526690343,High Risk,Low Value,Standard Retention Outreach
CUST_000814,42,M,5.4,62.15,334.94,Month-to-month,Bank transfer,No,3,2,1,0.6046102483634508,1491.6,901.8366464589232,Medium Risk,Medium Value,Basic Monitoring
CUST_000815,55,M,8.1,56.5,428.45,Month-to-month,Bank transfer,DSL,2,4,0,0.4762052185676249,1356.0,645.7342763776993,Medium Risk,Medium Value,Basic Monitoring
CUST_000816,18,M,4.2,113.82,391.32,One year,Credit card,Fiber optic,3,0,0,0.08821604663446363,2731.68,240.97801027043158,Low Risk,High Value,No Action Required
CUST_000817,44,M,6.9,34.36,394.16,Month-to-month,Bank transfer,DSL,1,0,0,0.2993848416260515,824.64,246.8847157985071,Low Risk,Low Value,No Action Required
CUST_000818,53,F,6.1,68.37,334.21,One year,Credit card,Fiber optic,2,0,0,0.17582433691804572,1640.88,288.5066379620829,Low Risk,Medium Value,No Action Required
CUST_000819,41,M,17.6,64.54,1160.3,One year,Electronic check,Fiber optic,3,0,0,0.1397319919402446,1548.96,216.4392662357613,Low Risk,Medium Value,No Action Required
CUST_000820,55,F,19.9,62.06,1183.24,One year,Bank transfer,Fiber optic,1,0,0,0.0,1489.44,0.0,,Medium Value,No Action Required
CUST_000821,32,M,69.6,62.28,4337.84,Month-to-month,Credit card,DSL,1,0,0,0.18914287883495873,1494.72,282.7156438521895,Low Risk,Medium Value,No Action Required
CUST_000822,61,M,5.2,62.1,370.1,One year,Electronic check,DSL,4,1,0,0.40674354897678516,1490.4,606.2105853950006,Medium Risk,Medium Value,Basic Monitoring
CUST_000823,74,F,24.6,86.83,2001.65,One year,Electronic check,Fiber optic,1,2,0,0.179328381277191,2083.92,373.7060003111639,Low Risk,High Value,No Action Required
CUST_000824,34,M,40.8,80.22,3271.9,Month-to-month,Mailed check,Fiber optic,1,0,0,0.1518016735895929,1925.28,292.26072612857143,Low Risk,High Value,No Action Required
CUST_000825,33,M,19.7,75.47,1607.15,Month-to-month,Electronic check,Fiber optic,1,0,0,0.41613246946477567,1811.28,753.7324192921589,Medium Risk,Medium Value,Basic Monitoring
CUST_000826,61,M,7.1,20.0,317.45,One year,Bank transfer,Fiber optic,2,0,0,0.17461896239780383,480.0,83.81710195094584,Low Risk,Low Value,No Action Required
CUST_000827,63,M,7.3,72.49,516.89,Month-to-month,Bank transfer,No,2,4,0,0.6348995652692406,1739.7599999999998,1104.572867672814,Medium Risk,Medium Value,Basic Monitoring
CUST_000828,32,M,1.0,23.61,27.78,Month-to-month,Credit card,No,2,3,0,0.489333024673396,566.64,277.2756651009331,Medium Risk,Low Value,Basic Monitoring
CUST_000829,33,M,8.7,81.16,931.07,Month-to-month,Bank transfer,DSL,0,1,1,0.4533695165005499,1947.84,883.0912790204311,Medium Risk,High Value,Proactive Engagement
CUST_000830,35,F,32.8,101.86,3450.36,Month-to-month,Electronic check,DSL,2,0,1,0.5785982462780255,2444.64,1414.464416781112,Medium Risk,High Value,Proactive Engagement
CUST_000831,19,F,1.2,41.84,-12.84,Two year,Credit card,Fiber optic,2,1,0,0.2962610833134305,1004.1600000000001,297.4935294200144,Low Risk,Low Value,No Action Required
CUST_000832,26,F,5.9,58.46,285.41,One year,Electronic check,DSL,4,1,0,0.34901496210053806,1403.04,489.6819524255389,Medium Risk,Medium Value,Basic Monitoring
CUST_000833,24,M,29.4,50.02,1566.09,One year,Mailed check,DSL,0,0,0,0.0,1200.48,0.0,,Low Value,No Action Required
CUST_000834,28,M,36.6,95.89,3411.2,Two year,Credit card,DSL,2,0,0,0.04484051466560526,2301.36,103.19416683083733,Low Risk,High Value,No Action Required
CUST_000835,39,M,14.6,67.38,1091.2,One year,Mailed check,DSL,0,4,1,0.1394209415168112,1617.12,225.46039294566572,Low Risk,Medium Value,No Action Required
CUST_000836,43,F,28.7,108.21,3143.53,One year,Credit card,Fiber optic,2,0,0,0.04666326603417464,2597.04,121.1863684213929,Low Risk,High Value,No Action Required
CUST_000837,63,M,11.8,75.34,939.52,Month-to-month,Bank transfer,DSL,2,0,1,0.26354582536090865,1808.16,476.5330195845806,Low Risk,Medium Value,No Action Required
CUST_000838,25,F,4.2,71.06,271.5,One year,Electronic check,DSL,3,1,1,0.38848074479171324,1705.44,662.5306013975794,Medium Risk,Medium Value,Basic Monitoring
CUST_000839,54,M,12.2,66.71,749.88,Month-to-month,Credit card,No,2,0,1,0.286186212630521,1601.04,458.19557386996934,Low Risk,Medium Value,No Action Required
CUST_000840,36,M,20.8,85.45,1925.11,Month-to-month,Bank transfer,No,3,0,0,0.40543772660574195,2050.8,831.4716897230556,Medium Risk,High Value,Proactive Engagement
CUST_000841,39,M,71.0,21.56,1505.52,Month-to-month,Bank transfer,No,2,3,1,0.5552791649998424,517.4399999999999,287.3236511375184,Medium Risk,Low Value,Basic Monitoring
CUST_000842,50,F,1.7,67.13,73.67,Month-to-month,Bank transfer,DSL,2,3,1,0.35367122427752723,1611.12,569.8067828580097,Medium Risk,Medium Value,Basic Monitoring
CUST_000843,23,M,17.0,63.25,1066.78,Month-to-month,Mailed check,DSL,3,0,0,0.12816402815274816,1518.0,194.55299473587172,Low Risk,Medium Value,No Action Required
CUST_000844,45,F,9.6,83.14,815.14,Month-to-month,Bank transfer,DSL,4,0,0,0.6565564596447079,1995.3600000000001,1310.0664973166645,Medium Risk,High Value,Proactive Engagement
CUST_000845,42,M,17.0,60.31,924.43,Two year,Credit card,DSL,0,1,0,0.0,1447.44,0.0,,Medium Value,No Action Required
CUST_000846,47,M,1.0,39.03,-17.46,Month-to-month,Mailed check,DSL,5,1,1,0.5100122114440252,936.72,477.7386387038473,Medium Risk,Low Value,Basic Monitoring
CUST_000847,44,F,9.0,65.18,525.57,Two year,Electronic check,No,5,1,0,0.3928703170598514,1564.3200000000002,614.5748943830669,Medium Risk,Medium Value,Basic Monitoring
CUST_000848,76,M,41.1,37.93,1644.84,One year,Bank transfer,No,2,2,0,0.035985231541321945,910.3199999999999,32.75807597669619,Low Risk,Low Value,No Action Required
CUST_000849,30,M,19.4,20.0,298.91,One year,Credit card,No,1,1,0,0.0,480.0,0.0,,Low Value,No Action Required
CUST_000850,32,M,14.4,83.18,1019.98,Month-to-month,Credit card,Fiber optic,0,1,1,0.3991966179001657,1996.3200000000002,796.9241922464588,Medium Risk,High Value,Proactive Engagement
CUST_000851,30,M,8.1,79.48,444.58,Two year,Mailed check,Fiber optic,1,2,0,0.0,1907.52,0.0,,High Value,No Action Required
CUST_000852,31,F,8.5,76.68,504.2,Month-to-month,Electronic check,Fiber optic,3,1,0,0.47579208138600765,1840.3200000000002,875.6096832162976,Medium Risk,High Value,Proactive Engagement
CUST_000853,30,F,11.6,97.57,1267.34,One year,Mailed check,No,1,0,1,0.15192829453607554,2341.68,355.76744874923736,Low Risk,High Value,No Action Required
CUST_000854,57,M,43.3,48.37,2097.51,One year,Bank transfer,Fiber optic,2,2,0,0.010528147659386207,1160.8799999999999,12.22191605482826,Low Risk,Low Value,No Action Required
CUST_000855,61,M,82.0,29.22,2447.09,Month-to-month,Electronic check,DSL,0,1,0,0.5295207090386166,701.28,371.342282834601,Medium Risk,Low Value,Basic Monitoring
CUST_000856,31,F,13.9,63.25,930.16,Month-to-month,Electronic check,DSL,1,0,1,0.6479576536990475,1518.0,983.5997183151541,Medium Risk,Medium Value,Basic Monitoring
CUST_000857,27,M,12.0,56.31,681.11,Month-to-month,Electronic check,Fiber optic,6,0,1,0.8780609976082588,1351.44,1186.6467546077054,High Risk,Medium Value,Standard Retention Outreach
CUST_000858,47,F,45.0,43.94,1969.29,Two year,Mailed check,DSL,2,3,0,0.1451617199045963,1054.56,153.08174334259107,Low Risk,Low Value,No Action Required
CUST_000859,31,M,13.4,63.0,946.24,Two year,Credit card,No,4,0,0,0.23093932288309282,1512.0,349.18025619923634,Low Risk,Medium Value,No Action Required
CUST_000860,49,F,19.3,49.71,972.61,Two year,Mailed check,Fiber optic,2,3,0,0.1262139042793593,1193.04,150.5782363614468,Low Risk,Low Value,No Action Required
CUST_000861,43,F,6.3,20.0,265.95,Month-to-month,Credit card,Fiber optic,0,1,1,0.5179502368377262,480.0,248.6161136821086,Medium Risk,Low Value,Basic Monitoring
CUST_000862,18,F,32.7,53.97,1824.51,Month-to-month,Mailed check,DSL,1,0,0,0.3363882583515606,1295.28,435.7169832776094,Medium Risk,Low Value,Basic Monitoring
CUST_000863,63,F,18.2,36.59,604.99,Month-to-month,Credit card,Fiber optic,1,1,0,0.2447757513827431,878.1600000000001,214.9522738342697,Low Risk,Low Value,No Action Required
CUST_000864,66,M,39.7,70.79,2763.24,Two year,Credit card,Fiber optic,5,2,0,0.07475349566078811,1698.96,127.00319898785257,Low Risk,Medium Value,No Action Required
CUST_000865,30,M,36.4,48.6,1697.19,Month-to-month,Electronic check,Fiber optic,1,0,1,0.6150981263088819,1166.4,717.45045452668,Medium Risk,Low Value,Basic Monitoring
CUST_000866,34,F,5.8,92.79,660.86,Month-to-month,Credit card,DSL,1,1,1,0.43169147421312426,2226.96,961.3596454136592,Medium Risk,High Value,Proactive Engagement
CUST_000867,44,F,30.2,105.1,3131.31,Two year,Bank transfer,No,1,2,0,0.24167972038335306,2522.3999999999996,609.6129266949697,Low Risk,High Value,No Action Required
CUST_000868,45,F,38.6,81.98,3087.46,One year,Bank transfer,Fiber optic,2,2,0,0.0,1967.52,0.0,,High Value,No Action Required
CUST_000869,49,F,10.2,26.22,299.35,One year,Credit card,Fiber optic,1,2,0,0.2251439877344758,629.28,141.67860860155093,Low Risk,Low Value,No Action Required
CUST_000870,70,M,4.5,102.63,456.99,Month-to-month,Credit card,No,2,1,1,0.4073513835664806,2463.12,1003.3553398902696,Medium Risk,High Value,Proactive Engagement
CUST_000871,37,F,1.0,104.39,133.85,Month-to-month,Credit card,No,1,0,1,0.4907265824718272,2505.36,1229.446750661617,Medium Risk,High Value,Proactive Engagement
CUST_000872,28,F,14.4,65.47,1130.93,Two year,Credit card,DSL,2,0,0,0.0,1571.28,0.0,,Medium Value,No Action Required
CUST_000873,19,F,10.4,98.07,1114.09,One year,Electronic check,No,4,0,1,0.3161505159507143,2353.68,744.1171463828772,Medium Risk,High Value,Proactive Engagement
CUST_000874,29,F,19.4,51.21,997.55,Month-to-month,Bank transfer,DSL,0,0,0,0.44799856409588024,1229.04,550.6081552164006,Medium Risk,Low Value,Basic Monitoring
CUST_000875,39,F,5.0,20.0,-40.86,Month-to-month,Electronic check,Fiber optic,1,0,1,0.5561315694817573,480.0,266.94315335124355,Medium Risk,Low Value,Basic Monitoring
CUST_000876,66,F,47.1,45.99,2117.62,Month-to-month,Bank transfer,DSL,1,0,1,0.39853712067196323,1103.76,439.88933231288615,Medium Risk,Low Value,Basic Monitoring
CUST_000877,32,F,7.2,108.23,845.38,One year,Credit card,Fiber optic,3,0,0,0.08435546730662245,2597.52,219.11501343829795,Low Risk,High Value,No Action Required
CUST_000878,43,M,6.2,27.72,53.72,Month-to-month,Bank transfer,Fiber optic,3,1,1,0.49867281974785604,665.28,331.75705352185366,Medium Risk,Low Value,Basic Monitoring
CUST_000879,39,F,15.7,64.99,1236.18,One year,Bank transfer,Fiber optic,4,1,1,0.10713767764653095,1559.7599999999998,167.1090640859531,Low Risk,Medium Value,No Action Required
CUST_000880,57,F,16.6,65.85,1093.32,One year,Mailed check,Fiber optic,2,3,0,0.0,1580.3999999999999,0.0,,Medium Value,No Action Required
CUST_000881,77,F,5.8,52.18,308.15,One year,Mailed check,Fiber optic,3,0,1,0.16464848909504226,1252.32,206.1925958635033,Low Risk,Low Value,No Action Required
CUST_000882,32,M,7.6,53.91,343.84,Month-to-month,Credit card,DSL,3,1,0,0.49446005210623467,1293.84,639.7521938171307,Medium Risk,Low Value,Basic Monitoring
CUST_000883,32,M,4.5,66.81,347.86,One year,Electronic check,No,0,1,0,0.3640431905879781,1603.44,583.7214135163877,Medium Risk,Medium Value,Basic Monitoring
CUST_000884,55,M,30.4,50.95,1433.95,One year,Mailed check,Fiber optic,2,1,0,0.0,1222.8000000000002,0.0,,Low Value,No Action Required
CUST_000885,50,F,35.3,29.45,1255.48,Month-to-month,Credit card,Fiber optic,1,2,0,0.12511429528371693,706.8,88.43078390653112,Low Risk,Low Value,No Action Required
CUST_000886,67,F,14.9,70.38,1179.78,Two year,Electronic check,No,2,3,0,0.19310530878089513,1689.12,326.17803916798556,Low Risk,Medium Value,No Action Required
CUST_000887,48,F,30.0,91.83,2858.01,Month-to-month,Mailed check,DSL,1,1,1,0.27979894921570647,2203.92,616.6545001554798,Low Risk,High Value,No Action Required
CUST_000888,34,M,32.0,86.74,2632.93,One year,Bank transfer,Fiber optic,2,1,0,0.024173859237873692,2081.7599999999998,50.32417320703593,Low Risk,High Value,No Action Required
CUST_000889,48,F,3.6,44.76,180.4,Month-to-month,Mailed check,Fiber optic,1,1,1,0.5130799132231126,1074.24,551.1709659807965,Medium Risk,Low Value,Basic Monitoring
CUST_000890,56,M,81.3,33.72,2861.6,One year,Credit card,DSL,0,1,0,0.0,809.28,0.0,,Low Value,No Action Required
CUST_000891,52,M,41.3,57.9,2449.99,One year,Mailed check,DSL,4,1,0,0.0,1389.6,0.0,,Medium Value,No Action Required
CUST_000892,47,M,5.5,104.19,471.85,Month-to-month,Mailed check,No,2,0,0,0.1909075536940315,2500.56,477.3757924651474,Low Risk,High Value,No Action Required
CUST_000893,56,M,4.9,81.14,336.14,One year,Electronic check,DSL,3,1,1,0.28052441448596765,1947.3600000000001,546.282023793394,Low Risk,High Value,No Action Required
CUST_000894,57,M,3.2,82.6,221.01,One year,Electronic check,Fiber optic,0,0,0,0.29866757529209387,1982.3999999999999,592.0786012590469,Low Risk,High Value,No Action Required
CUST_000895,60,F,3.6,87.25,251.52,One year,Bank transfer,Fiber optic,3,0,0,0.18556476441358305,2094.0,388.5726166820429,Low Risk,High Value,No Action Required
CUST_000896,49,F,33.1,75.52,2652.2,Month-to-month,Credit card,Fiber optic,3,3,1,0.25475026362241904,1812.48,461.72975781036206,Low Risk,Medium Value,No Action Required
CUST_000897,37,M,15.2,68.02,843.19,Month-to-month,Bank transfer,Fiber optic,1,1,0,0.16173252953208453,1632.48,264.0251198105374,Low Risk,Medium Value,No Action Required
CUST_000898,42,F,36.7,81.56,3055.6,One year,Bank transfer,No,1,2,1,0.09535899936263714,1957.44,186.65951971240045,Low Risk,High Value,No Action Required
CUST_000899,58,F,32.9,51.35,1560.78,Month-to-month,Mailed check,DSL,2,0,1,0.43342061072926286,1232.4,534.1475606627436,Medium Risk,Low Value,Basic Monitoring
CUST_000900,27,M,22.3,29.64,563.9,One year,Bank transfer,Fiber optic,3,0,0,0.0,711.36,0.0,,Low Value,No Action Required
CUST_000901,45,M,27.8,83.07,2110.9,Month-to-month,Electronic check,Fiber optic,0,1,1,0.4731060959236281,1993.6799999999998,943.2221613210188,Medium Risk,High Value,Proactive Engagement
CUST_000902,34,F,1.0,95.94,41.04,Month-to-month,Bank transfer,DSL,2,1,1,0.5611239632142244,2302.56,1292.0215927385445,Medium Risk,High Value,Proactive Engagement
CUST_000903,40,F,9.0,37.04,483.26,Two year,Credit card,No,1,1,0,0.1933075828902806,888.96,171.84270888614387,Low Risk,Low Value,No Action Required
CUST_000904,59,F,24.4,85.55,2111.71,One year,Bank transfer,No,1,0,0,0.0,2053.2,0.0,,High Value,No Action Required
